frame_number,track_id,label,center_x,center_y,bbox
137,2,Rectangle,470,230,"[438, 207, 65, 47]"
137,3,Circle,474,105,"[446, 77, 57, 57]"
138,4,Circle,568,455,"[550, 437, 37, 37]"
138,1,Triangle,455,364,"[422, 330, 69, 54]"
138,2,Rectangle,467,230,"[435, 207, 65, 47]"
138,3,Circle,477,105,"[449, 77, 57, 57]"
139,4,Circle,566,455,"[548, 437, 37, 37]"
139,1,Triangle,457,364,"[424, 330, 69, 54]"
139,2,Rectangle,464,230,"[432, 207, 65, 47]"
139,3,Circle,480,105,"[452, 77, 57, 57]"
140,4,Circle,564,455,"[546, 437, 37, 37]"
140,1,Triangle,460,364,"[427, 330, 69, 54]"
140,2,Rectangle,461,230,"[429, 207, 65, 47]"
140,3,Circle,483,105,"[455, 77, 57, 57]"
141,4,Circle,561,455,"[543, 437, 37, 37]"
141,1,Triangle,463,364,"[430, 330, 69, 54]"
141,2,Rectangle,458,230,"[426, 207, 65, 47]"
141,3,Circle,486,105,"[458, 77, 57, 57]"
142,4,Circle,559,455,"[541, 437, 37, 37]"
142,1,Triangle,465,364,"[432, 330, 69, 54]"
142,2,Rectangle,456,230,"[424, 207, 65, 47]"
142,3,Circle,488,105,"[460, 77, 57, 57]"
143,4,Circle,557,455,"[539, 437, 37, 37]"
143,1,Triangle,468,364,"[435, 330, 69, 54]"
143,2,Rectangle,453,230,"[421, 207, 65, 47]"
143,3,Circle,491,105,"[463, 77, 57, 57]"
144,4,Circle,555,455,"[537, 437, 37, 37]"
144,1,Triangle,470,364,"[437, 330, 69, 54]"
144,2,Rectangle,450,230,"[418, 207, 65, 47]"
144,3,Circle,494,105,"[466, 77, 57, 57]"
145,4,Circle,553,455,"[535, 437, 37, 37]"
145,1,Triangle,473,364,"[440, 330, 69, 54]"
145,2,Rectangle,447,230,"[415, 207, 65, 47]"
145,3,Circle,497,105,"[469, 77, 57, 57]"
146,4,Circle,550,455,"[532, 437, 37, 37]"
146,1,Triangle,476,364,"[443, 330, 69, 54]"
146,2,Rectangle,444,230,"[412, 207, 65, 47]"
146,3,Circle,500,105,"[472, 77, 57, 57]"
147,4,Circle,548,455,"[530, 437, 37, 37]"
147,1,Triangle,478,364,"[445, 330, 69, 54]"
147,2,Rectangle,442,230,"[410, 207, 65, 47]"
147,3,Circle,503,105,"[475, 77, 57, 57]"
148,4,Circle,546,455,"[528, 437, 37, 37]"
148,1,Triangle,481,364,"[448, 330, 69, 54]"
148,2,Rectangle,439,230,"[407, 207, 65, 47]"
148,3,Circle,506,105,"[478, 77, 57, 57]"
149,4,Circle,544,455,"[526, 437, 37, 37]"
149,1,Triangle,483,364,"[450, 330, 69, 54]"
149,2,Rectangle,436,230,"[404, 207, 65, 47]"
149,3,Circle,509,105,"[481, 77, 57, 57]"
150,4,Circle,542,455,"[524, 437, 37, 37]"
150,1,Triangle,486,364,"[453, 330, 69, 54]"
150,2,Rectangle,433,230,"[401, 207, 65, 47]"
150,3,Circle,512,105,"[484, 77, 57, 57]"
151,4,Circle,539,455,"[521, 437, 37, 37]"
151,1,Triangle,489,364,"[456, 330, 69, 54]"
151,2,Rectangle,430,230,"[398, 207, 65, 47]"
151,3,Circle,515,105,"[487, 77, 57, 57]"
152,4,Circle,537,455,"[519, 437, 37, 37]"
152,1,Triangle,492,364,"[458, 330, 70, 54]"
152,2,Rectangle,428,230,"[396, 207, 65, 47]"
152,3,Circle,517,105,"[489, 77, 57, 57]"
153,4,Circle,535,455,"[517, 437, 37, 37]"
153,1,Triangle,495,364,"[461, 330, 70, 54]"
153,2,Rectangle,425,230,"[393, 207, 65, 47]"
153,3,Circle,520,105,"[492, 77, 57, 57]"
154,4,Circle,533,455,"[515, 437, 37, 37]"
154,1,Triangle,497,364,"[463, 330, 70, 54]"
154,2,Rectangle,422,230,"[390, 207, 65, 47]"
154,3,Circle,523,105,"[495, 77, 57, 57]"
155,4,Circle,531,455,"[513, 437, 37, 37]"
155,1,Triangle,499,364,"[466, 330, 69, 54]"
155,2,Rectangle,419,230,"[387, 207, 65, 47]"
155,3,Circle,526,105,"[498, 77, 57, 57]"
156,4,Circle,528,455,"[510, 437, 37, 37]"
156,1,Triangle,503,364,"[469, 330, 70, 54]"
156,2,Rectangle,416,230,"[384, 207, 65, 47]"
156,3,Circle,529,105,"[501, 77, 57, 57]"
157,4,Circle,526,455,"[508, 437, 37, 37]"
157,1,Triangle,505,364,"[471, 330, 70, 54]"
157,2,Rectangle,414,230,"[382, 207, 65, 47]"
157,3,Circle,532,105,"[504, 77, 57, 57]"
158,4,Circle,524,455,"[506, 437, 37, 37]"
158,1,Triangle,507,364,"[474, 330, 69, 54]"
158,2,Rectangle,411,230,"[379, 207, 65, 47]"
158,3,Circle,535,105,"[507, 77, 57, 57]"
159,4,Circle,522,455,"[504, 437, 37, 37]"
159,1,Triangle,509,364,"[476, 330, 69, 54]"
159,2,Rectangle,408,230,"[376, 207, 65, 47]"
159,3,Circle,538,105,"[510, 77, 57, 57]"
160,4,Circle,520,455,"[502, 437, 37, 37]"
160,1,Triangle,512,364,"[479, 330, 69, 54]"
160,2,Rectangle,405,230,"[373, 207, 65, 47]"
160,3,Circle,541,105,"[513, 77, 57, 57]"
161,4,Circle,517,455,"[499, 437, 37, 37]"
161,1,Triangle,515,364,"[482, 330, 69, 54]"
161,2,Rectangle,402,230,"[370, 207, 65, 47]"
161,3,Circle,544,105,"[516, 77, 57, 57]"
162,4,Circle,515,455,"[497, 437, 37, 37]"
162,1,Triangle,517,364,"[484, 330, 69, 54]"
162,2,Rectangle,400,230,"[368, 207, 65, 47]"
162,3,Circle,546,105,"[518, 77, 57, 57]"
163,4,Circle,513,455,"[495, 437, 37, 37]"
163,1,Triangle,520,364,"[487, 330, 69, 54]"
163,2,Rectangle,397,230,"[365, 207, 65, 47]"
163,3,Circle,549,105,"[521, 77, 57, 57]"
164,4,Circle,511,455,"[493, 437, 37, 37]"
164,1,Triangle,522,364,"[489, 330, 69, 54]"
164,2,Rectangle,394,230,"[362, 207, 65, 47]"
164,3,Circle,552,105,"[524, 77, 57, 57]"
165,4,Circle,509,455,"[491, 437, 37, 37]"
165,1,Triangle,525,364,"[492, 330, 69, 54]"
165,2,Rectangle,391,230,"[359, 207, 65, 47]"
165,3,Circle,555,105,"[527, 77, 57, 57]"
166,4,Circle,506,455,"[488, 437, 37, 37]"
166,1,Triangle,528,364,"[495, 330, 69, 54]"
166,2,Rectangle,389,230,"[357, 207, 65, 47]"
166,3,Circle,558,105,"[530, 77, 57, 57]"
167,4,Circle,504,455,"[486, 437, 37, 37]"
167,1,Triangle,530,364,"[497, 330, 69, 54]"
167,2,Rectangle,386,230,"[354, 207, 65, 47]"
167,3,Circle,561,105,"[533, 77, 57, 57]"
168,4,Circle,502,455,"[484, 437, 37, 37]"
168,1,Triangle,533,364,"[500, 330, 69, 54]"
168,2,Rectangle,383,230,"[351, 207, 65, 47]"
168,3,Circle,564,105,"[536, 77, 57, 57]"
169,4,Circle,500,455,"[482, 437, 37, 37]"
169,1,Triangle,535,364,"[502, 330, 69, 54]"
169,2,Rectangle,380,230,"[348, 207, 65, 47]"
169,3,Circle,567,105,"[539, 77, 57, 57]"
170,4,Circle,498,455,"[480, 437, 37, 37]"
170,1,Triangle,538,364,"[505, 330, 69, 54]"
170,2,Rectangle,377,230,"[345, 207, 65, 47]"
170,3,Circle,570,105,"[542, 77, 57, 57]"
171,4,Circle,495,455,"[477, 437, 37, 37]"
171,1,Triangle,541,364,"[508, 330, 69, 54]"
171,2,Rectangle,375,230,"[343, 207, 65, 47]"
171,3,Circle,573,105,"[545, 77, 57, 57]"
172,4,Circle,493,455,"[475, 437, 37, 37]"
172,1,Triangle,543,364,"[510, 330, 69, 54]"
172,2,Rectangle,372,230,"[340, 207, 65, 47]"
172,3,Circle,575,105,"[547, 77, 57, 57]"
173,4,Circle,491,455,"[473, 437, 37, 37]"
173,1,Triangle,546,364,"[513, 330, 69, 54]"
173,2,Rectangle,369,230,"[337, 207, 65, 47]"
173,3,Circle,578,105,"[550, 77, 57, 57]"
174,4,Circle,489,455,"[471, 437, 37, 37]"
174,1,Triangle,548,364,"[515, 330, 69, 54]"
174,2,Rectangle,366,230,"[334, 207, 65, 47]"
174,3,Circle,581,105,"[553, 77, 57, 57]"
175,4,Circle,487,455,"[469, 437, 37, 37]"
175,1,Triangle,551,364,"[518, 330, 69, 54]"
175,2,Rectangle,363,230,"[331, 207, 65, 47]"
175,3,Circle,584,105,"[556, 77, 57, 57]"
176,4,Circle,484,455,"[466, 437, 37, 37]"
176,1,Triangle,554,364,"[521, 330, 69, 54]"
176,2,Rectangle,361,230,"[329, 207, 65, 47]"
176,3,Circle,587,105,"[559, 77, 57, 57]"
177,4,Circle,482,455,"[464, 437, 37, 37]"
177,1,Triangle,556,364,"[523, 330, 69, 54]"
177,2,Rectangle,358,230,"[326, 207, 65, 47]"
177,3,Circle,590,105,"[562, 77, 57, 57]"
178,4,Circle,480,455,"[462, 437, 37, 37]"
178,1,Triangle,559,364,"[526, 330, 69, 54]"
178,2,Rectangle,354,229,"[322, 207, 66, 47]"
178,3,Circle,593,105,"[565, 77, 57, 57]"
179,4,Circle,478,455,"[460, 437, 37, 37]"
179,1,Triangle,561,364,"[528, 330, 69, 54]"
179,2,Rectangle,352,230,"[320, 207, 65, 47]"
179,3,Circle,596,105,"[568, 77, 57, 57]"
180,4,Circle,476,455,"[458, 437, 37, 37]"
180,1,Triangle,564,364,"[531, 330, 69, 54]"
180,2,Rectangle,349,230,"[317, 207, 65, 47]"
180,3,Circle,599,105,"[571, 77, 57, 57]"
181,4,Circle,473,455,"[455, 437, 37, 37]"
181,1,Triangle,567,364,"[534, 330, 69, 54]"
181,2,Rectangle,347,230,"[315, 207, 65, 47]"
181,3,Circle,602,105,"[574, 77, 57, 57]"
182,4,Circle,471,455,"[453, 437, 37, 37]"
182,1,Triangle,569,364,"[536, 330, 69, 54]"
182,2,Rectangle,344,230,"[312, 207, 65, 47]"
182,3,Circle,604,105,"[576, 77, 57, 57]"
183,4,Circle,469,455,"[451, 437, 37, 37]"
183,1,Triangle,572,364,"[539, 330, 69, 54]"
183,2,Rectangle,341,230,"[309, 207, 65, 47]"
183,3,Circle,607,105,"[579, 77, 57, 57]"
184,4,Circle,467,455,"[449, 437, 37, 37]"
184,1,Triangle,574,364,"[541, 330, 69, 54]"
184,2,Rectangle,338,230,"[306, 207, 65, 47]"
184,3,Circle,610,105,"[582, 77, 57, 57]"
185,4,Circle,465,455,"[447, 437, 37, 37]"
185,1,Triangle,577,364,"[544, 330, 69, 54]"
185,2,Rectangle,335,230,"[303, 207, 65, 47]"
185,3,Circle,613,105,"[585, 77, 57, 57]"
186,4,Circle,462,455,"[444, 437, 37, 37]"
186,1,Triangle,580,364,"[547, 330, 69, 54]"
186,2,Rectangle,332,230,"[300, 207, 65, 47]"
186,3,Circle,616,105,"[588, 77, 57, 57]"
187,4,Circle,460,455,"[442, 437, 37, 37]"
187,1,Triangle,582,364,"[549, 330, 69, 54]"
187,2,Rectangle,330,230,"[298, 207, 65, 47]"
187,3,Circle,619,105,"[591, 77, 57, 57]"
188,4,Circle,458,455,"[440, 437, 37, 37]"
188,1,Triangle,585,364,"[552, 330, 69, 54]"
188,2,Rectangle,327,230,"[295, 207, 65, 47]"
188,3,Circle,622,105,"[594, 77, 57, 57]"
189,4,Circle,456,455,"[438, 437, 37, 37]"
189,1,Triangle,587,364,"[554, 330, 69, 54]"
189,2,Rectangle,324,230,"[292, 207, 65, 47]"
189,3,Circle,625,105,"[597, 77, 57, 57]"
190,4,Circle,454,455,"[436, 437, 37, 37]"
190,1,Triangle,590,364,"[557, 330, 69, 54]"
190,2,Rectangle,321,230,"[289, 207, 65, 47]"
190,3,Circle,628,105,"[600, 77, 57, 57]"
191,1,Triangle,593,364,"[560, 330, 69, 54]"
191,2,Rectangle,318,230,"[286, 207, 65, 47]"
191,3,Circle,631,105,"[603, 77, 57, 57]"
192,1,Triangle,595,364,"[562, 330, 69, 54]"
192,2,Rectangle,316,230,"[284, 207, 65, 47]"
192,3,Circle,633,105,"[605, 77, 57, 57]"
193,1,Triangle,598,364,"[564, 330, 70, 54]"
193,2,Rectangle,313,230,"[281, 207, 65, 47]"
193,3,Circle,636,105,"[608, 77, 57, 57]"
194,1,Triangle,600,364,"[566, 330, 70, 54]"
194,2,Rectangle,310,230,"[278, 207, 65, 47]"
194,3,Circle,639,105,"[611, 77, 57, 57]"
195,1,Triangle,603,364,"[570, 330, 69, 54]"
195,2,Rectangle,306,229,"[274, 207, 66, 47]"
195,3,Circle,642,105,"[614, 77, 57, 57]"
196,1,Triangle,606,364,"[573, 330, 69, 54]"
196,2,Rectangle,304,230,"[272, 207, 65, 47]"
196,3,Circle,645,105,"[617, 77, 57, 57]"
197,1,Triangle,608,364,"[575, 330, 69, 54]"
197,2,Rectangle,302,230,"[270, 207, 65, 47]"
197,3,Circle,648,105,"[620, 77, 57, 57]"
198,1,Triangle,611,364,"[578, 330, 69, 54]"
198,2,Rectangle,299,230,"[267, 207, 65, 47]"
198,3,Circle,651,105,"[623, 77, 57, 57]"
199,1,Triangle,613,364,"[580, 330, 69, 54]"
199,2,Rectangle,296,230,"[264, 207, 65, 47]"
199,3,Circle,654,105,"[626, 77, 57, 57]"
200,1,Triangle,616,364,"[583, 330, 69, 54]"
200,2,Rectangle,293,230,"[261, 207, 65, 47]"
200,3,Circle,657,105,"[629, 77, 57, 57]"
201,1,Triangle,619,364,"[586, 330, 69, 54]"
201,2,Rectangle,290,230,"[258, 207, 65, 47]"
201,3,Circle,660,105,"[632, 77, 57, 57]"
202,1,Triangle,621,364,"[588, 330, 69, 54]"
202,2,Rectangle,288,230,"[256, 207, 65, 47]"
202,3,Circle,662,105,"[634, 77, 57, 57]"
203,1,Triangle,624,364,"[591, 330, 69, 54]"
203,2,Rectangle,285,230,"[253, 207, 65, 47]"
203,3,Circle,665,105,"[637, 77, 57, 57]"
204,1,Triangle,626,364,"[593, 330, 69, 54]"
204,2,Rectangle,282,230,"[250, 207, 65, 47]"
204,3,Circle,668,105,"[640, 77, 57, 57]"
205,1,Triangle,629,364,"[596, 330, 69, 54]"
205,2,Rectangle,279,230,"[247, 207, 65, 47]"
205,3,Circle,671,104,"[643, 77, 57, 57]"
206,1,Triangle,632,364,"[599, 330, 69, 54]"
206,2,Rectangle,276,230,"[244, 207, 65, 47]"
206,3,Circle,674,105,"[646, 77, 57, 57]"
207,1,Triangle,634,364,"[601, 330, 69, 54]"
207,2,Rectangle,274,230,"[242, 207, 65, 47]"
207,3,Circle,677,105,"[649, 77, 57, 57]"
208,1,Triangle,637,364,"[604, 330, 69, 54]"
208,2,Rectangle,271,230,"[239, 207, 65, 47]"
208,3,Circle,680,105,"[652, 77, 57, 57]"
209,1,Triangle,639,364,"[606, 330, 69, 54]"
209,2,Rectangle,268,230,"[236, 207, 65, 47]"
209,3,Circle,683,105,"[655, 77, 57, 57]"
210,1,Triangle,642,364,"[609, 330, 69, 54]"
210,2,Rectangle,265,230,"[233, 207, 65, 47]"
210,3,Circle,686,105,"[658, 77, 57, 57]"
211,1,Triangle,645,364,"[612, 330, 69, 54]"
211,2,Rectangle,262,230,"[230, 207, 65, 47]"
211,3,Circle,689,105,"[661, 77, 57, 57]"
212,1,Triangle,647,364,"[614, 330, 69, 54]"
212,2,Rectangle,260,230,"[228, 207, 65, 47]"
212,3,Circle,691,105,"[663, 77, 57, 57]"
213,1,Triangle,650,364,"[617, 330, 69, 54]"
213,2,Rectangle,257,230,"[225, 207, 65, 47]"
213,3,Circle,694,105,"[666, 77, 57, 57]"
214,1,Triangle,652,364,"[619, 330, 69, 54]"
214,2,Rectangle,254,230,"[222, 207, 65, 47]"
214,3,Circle,697,105,"[669, 77, 57, 57]"
215,1,Triangle,655,364,"[621, 330, 70, 54]"
215,2,Rectangle,251,230,"[219, 207, 65, 47]"
215,3,Circle,700,105,"[672, 77, 57, 57]"
216,1,Triangle,658,364,"[625, 330, 69, 54]"
216,2,Rectangle,248,230,"[216, 207, 65, 47]"
216,3,Circle,703,105,"[675, 77, 57, 57]"
217,1,Triangle,660,364,"[626, 330, 70, 54]"
217,2,Rectangle,246,230,"[214, 207, 65, 47]"
217,3,Circle,706,105,"[678, 77, 57, 57]"
218,1,Triangle,663,364,"[629, 330, 70, 54]"
218,2,Rectangle,243,230,"[211, 207, 65, 47]"
218,3,Circle,709,105,"[681, 77, 57, 57]"
219,1,Triangle,665,364,"[631, 330, 70, 54]"
219,2,Rectangle,240,230,"[208, 207, 65, 47]"
219,3,Circle,712,105,"[684, 77, 57, 57]"
220,1,Triangle,668,364,"[634, 330, 70, 54]"
220,2,Rectangle,237,230,"[205, 207, 65, 47]"
220,3,Circle,715,105,"[687, 77, 57, 57]"
221,1,Triangle,671,364,"[637, 330, 70, 54]"
221,2,Rectangle,234,230,"[202, 207, 65, 47]"
221,3,Circle,718,105,"[690, 77, 57, 57]"
222,1,Triangle,673,364,"[639, 330, 70, 54]"
222,2,Rectangle,232,230,"[200, 207, 65, 47]"
222,3,Circle,720,105,"[692, 77, 57, 57]"
223,1,Triangle,676,364,"[643, 330, 69, 54]"
223,2,Rectangle,229,230,"[197, 207, 65, 47]"
223,3,Circle,723,105,"[695, 77, 57, 57]"
224,1,Triangle,678,364,"[645, 330, 69, 54]"
224,2,Rectangle,226,230,"[194, 207, 65, 47]"
224,3,Circle,726,105,"[698, 77, 57, 57]"
225,1,Triangle,681,364,"[647, 330, 70, 54]"
225,2,Rectangle,223,230,"[191, 207, 65, 47]"
225,3,Circle,729,105,"[701, 77, 57, 57]"
226,1,Triangle,684,364,"[651, 330, 69, 54]"
226,2,Rectangle,220,230,"[188, 207, 65, 47]"
226,3,Circle,732,105,"[704, 77, 57, 57]"
227,1,Triangle,686,364,"[653, 330, 69, 54]"
227,2,Rectangle,218,230,"[186, 207, 65, 47]"
227,3,Circle,735,105,"[707, 77, 57, 57]"
228,1,Triangle,689,364,"[655, 330, 70, 54]"
228,2,Rectangle,215,230,"[183, 207, 65, 47]"
228,3,Circle,738,105,"[710, 77, 57, 57]"
229,1,Triangle,691,364,"[657, 330, 70, 54]"
229,2,Rectangle,212,230,"[180, 207, 65, 47]"
229,3,Circle,741,105,"[713, 77, 57, 57]"
230,1,Triangle,694,364,"[660, 330, 70, 54]"
230,2,Rectangle,209,230,"[177, 207, 65, 47]"
230,3,Circle,744,105,"[716, 77, 57, 57]"
231,1,Triangle,697,364,"[664, 330, 69, 54]"
231,2,Rectangle,206,230,"[174, 207, 65, 47]"
231,3,Circle,747,105,"[719, 77, 57, 57]"
232,1,Triangle,699,364,"[666, 330, 69, 54]"
232,2,Rectangle,204,230,"[172, 207, 65, 47]"
232,3,Circle,749,105,"[721, 77, 57, 57]"
233,1,Triangle,702,364,"[669, 330, 69, 54]"
233,2,Rectangle,201,230,"[169, 207, 65, 47]"
233,3,Circle,752,105,"[724, 77, 57, 57]"
234,1,Triangle,704,364,"[671, 330, 69, 54]"
234,2,Rectangle,198,230,"[166, 207, 65, 47]"
234,3,Circle,755,105,"[727, 77, 57, 57]"
235,1,Triangle,707,364,"[674, 330, 69, 54]"
235,2,Rectangle,195,230,"[163, 207, 65, 47]"
235,3,Circle,758,105,"[730, 77, 57, 57]"
236,1,Triangle,710,364,"[677, 330, 69, 54]"
236,2,Rectangle,192,230,"[160, 207, 65, 47]"
236,3,Circle,761,105,"[733, 77, 57, 57]"
237,1,Triangle,712,364,"[679, 330, 69, 54]"
237,2,Rectangle,190,230,"[158, 207, 65, 47]"
237,3,Circle,764,105,"[736, 77, 57, 57]"
238,1,Triangle,715,364,"[682, 330, 69, 54]"
238,2,Rectangle,187,230,"[155, 207, 65, 47]"
238,3,Circle,767,105,"[739, 77, 57, 57]"
239,1,Triangle,717,364,"[684, 330, 69, 54]"
239,2,Rectangle,184,230,"[152, 207, 65, 47]"
239,3,Circle,770,105,"[742, 77, 57, 57]"
240,1,Triangle,720,364,"[687, 330, 69, 54]"
240,2,Rectangle,181,230,"[149, 207, 65, 47]"
240,3,Circle,773,105,"[745, 77, 57, 57]"
